no;date;time;year;month;doy;dow;death;cvd;resp;temp;dptp;rhum;pm10;o3
2430;26/08/1993;2430;1993;8;238;Thursday;117;42;11;28.88888889;74;67;61.64505931;26.00994299
2431;27/08/1993;2431;1993;8;239;Friday;126;56;12;27.5;71.625;74.5;80.61899075;31.69263684
2432;28/08/1993;2432;1993;8;240;Saturday;118;52;5;22.22222222;61.25;70.375;13.38495285;21.42693376
2433;29/08/1993;2433;1993;8;241;Sunday;99;34;13;21.66666667;69.875;92.875;26.18204911;21.23307393
2434;30/08/1993;2434;1993;8;242;Monday;112;46;9;26.11111111;72.375;83.375;69.0174549;27.45548416
2435;31/08/1993;2435;1993;8;243;Tuesday;120;57;9;17.77777778;52.375;67.375;15.07922514;17.21327178
2436;01/09/1993;2436;1993;9;244;Wednesday;88;26;4;18.05555556;56.125;69.25;26.62032714;19.32502123
2437;02/09/1993;2437;1993;9;245;Thursday;109;45;5;19.44444444;69.75;95.25;31.30062335;4.842957626
2438;03/09/1993;2438;1993;9;246;Friday;91;39;8;18.88888889;58.625;79.375;27.14433983;13.91308337
2439;04/09/1993;2439;1993;9;247;Saturday;114;56;10;17.77777778;59.5;76.875;23.94831404;15.17018721
2440;05/09/1993;2440;1993;9;248;Sunday;92;34;11;19.44444444;60.125;88.25;9.158862111;14.09644259
2441;06/09/1993;2441;1993;9;249;Monday;110;50;6;15.27777778;47.25;67.25;9.141607863;14.2218055
2442;07/09/1993;2442;1993;9;250;Tuesday;125;60;13;16.94444444;51.625;67.5;56.2301623;12.9703857
2443;08/09/1993;2443;1993;9;251;Wednesday;108;46;9;17.77777778;52.5;71.75;37.31916214;13.46110012
2444;09/09/1993;2444;1993;9;252;Thursday;101;45;8;18.05555556;54.625;70.875;35.20570647;16.06271306
2445;10/09/1993;2445;1993;9;253;Friday;100;44;4;13.05555556;40.375;61;34.23541834;14.17271719
2446;11/09/1993;2446;1993;9;254;Saturday;128;58;19;12.77777778;49.5;65;35.72020668;15.2417919
2447;12/09/1993;2447;1993;9;255;Sunday;109;41;8;21.38888889;64.125;69.375;39.74262286;35.84407061
2448;13/09/1993;2448;1993;9;256;Monday;117;55;6;23.05555556;70;87.5;35.34965636;30.52782773
2449;14/09/1993;2449;1993;9;257;Tuesday;103;40;7;16.66666667;53.25;96.5;14.47160646;9.141125348
2450;15/09/1993;2450;1993;9;258;Wednesday;110;44;7;11.66666667;45.5;77.875;10.41507499;9.541358552
2451;16/09/1993;2451;1993;9;259;Thursday;102;44;11;12.77777778;49.25;76;30.34544497;6.396777369
2452;17/09/1993;2452;1993;9;260;Friday;133;52;15;15.83333333;47.75;70.125;35.26411769;12.26738344
2453;18/09/1993;2453;1993;9;261;Saturday;124;56;5;15.27777778;53.875;89.625;34.23019895;11.80526618
2454;19/09/1993;2454;1993;9;262;Sunday;116;45;6;15;53.875;71.5;17.25053376;21.80922188
2455;20/09/1993;2455;1993;9;263;Monday;111;63;7;16.11111111;61.375;97.25;39.6741725;11.05314353
2456;21/09/1993;2456;1993;9;264;Tuesday;120;49;10;13.88888889;53.625;91.25;26.63920927;9.015247861
2457;22/09/1993;2457;1993;9;265;Wednesday;113;56;8;18.33333333;63.125;92.5;33.40812531;9.298833916
2458;23/09/1993;2458;1993;9;266;Thursday;99;43;7;12.5;45.75;81.25;19.44033059;10.96128179
2459;24/09/1993;2459;1993;9;267;Friday;129;57;9;11.94444444;47.375;63;44.80560632;10.10424894
2460;25/09/1993;2460;1993;9;268;Saturday;105;48;4;13.61111111;54.875;96.875;28.18262352;11.70750133
2461;26/09/1993;2461;1993;9;269;Sunday;117;43;12;15;53.375;85.125;24.77777005;20.57685531
2462;27/09/1993;2462;1993;9;270;Monday;110;49;8;9.722222222;39.375;71.25;24.64466282;6.578717129
2463;28/09/1993;2463;1993;9;271;Tuesday;112;60;5;10.83333333;39.75;69.875;25.51555183;9.180280797
2464;29/09/1993;2464;1993;9;272;Wednesday;122;54;13;8.055555556;37.5;77.625;25.66592365;5.428985791
2465;30/09/1993;2465;1993;9;273;Thursday;119;54;8;8.055555556;39.75;53;39.63830416;13.06112564
2466;01/10/1993;2466;1993;10;274;Friday;116;42;14;13.61111111;36.875;51;31.69114076;17.46904616
2467;02/10/1993;2467;1993;10;275;Saturday;141;61;9;7.222222222;25.125;52.25;25.25441629;14.17659961
2468;03/10/1993;2468;1993;10;276;Sunday;132;58;15;11.11111111;47;56.625;27.76401188;21.26980646
2469;04/10/1993;2469;1993;10;277;Monday;118;44;11;10.27777778;40.5;81.375;25.17508922;16.21734062
2470;05/10/1993;2470;1993;10;278;Tuesday;125;51;10;9.444444444;40.375;62;51.66873998;9.108282049
2471;06/10/1993;2471;1993;10;279;Wednesday;128;59;9;16.11111111;56.125;57.25;39.72903409;20.5546483
2472;07/10/1993;2472;1993;10;280;Thursday;142;56;17;21.11111111;56.5;63.625;86.02370657;27.02025922
2473;08/10/1993;2473;1993;10;281;Friday;107;50;13;16.94444444;51.75;85.25;77.10126692;25.71938613
2474;09/10/1993;2474;1993;10;282;Saturday;116;53;8;4.722222222;27.5;67.875;2.10961101;21.95628766
2475;10/10/1993;2475;1993;10;283;Sunday;112;59;8;5.277777778;32.25;65.875;18.86144286;11.64950978
2476;11/10/1993;2476;1993;10;284;Monday;112;50;8;6.944444444;37.625;62.375;77.58404193;12.97253148
2477;12/10/1993;2477;1993;10;285;Tuesday;116;47;10;8.055555556;35.875;75.875;18.59280009;13.13065148
2478;13/10/1993;2478;1993;10;286;Wednesday;129;61;12;4.722222222;33.25;66.5;36.11964639;13.25729885
2479;14/10/1993;2479;1993;10;287;Thursday;133;51;14;10.27777778;42.75;59;64.14623789;7.928690816
2480;15/10/1993;2480;1993;10;288;Friday;127;59;11;16.11111111;55;70.625;52.60756279;16.49794633
2481;16/10/1993;2481;1993;10;289;Saturday;113;48;9;14.44444444;55;99.625;30.48394736;11.68713746
2482;17/10/1993;2482;1993;10;290;Sunday;121;54;10;11.38888889;45.375;87.25;10.12743635;18.67152187
2483;18/10/1993;2483;1993;10;291;Monday;108;46;9;9.722222222;48;80.5;65.03411584;9.59125954
2484;19/10/1993;2484;1993;10;292;Tuesday;119;53;9;13.05555556;50.5;94;31.47129073;9.274352319
2485;20/10/1993;2485;1993;10;293;Wednesday;105;50;12;12.77777778;53.5;97.375;33.52642911;2.347266388
2486;21/10/1993;2486;1993;10;294;Thursday;128;56;6;8.055555556;27.375;50.5;21.57440876;13.68859146
2487;22/10/1993;2487;1993;10;295;Friday;105;44;6;7.5;32.625;62.875;41.27810424;7.98089437
2488;23/10/1993;2488;1993;10;296;Saturday;125;51;13;11.66666667;42.875;54.5;39.49406242;16.1309345
2489;24/10/1993;2489;1993;10;297;Sunday;104;47;6;14.72222222;40.375;55.75;26.64378755;17.39355372
2490;25/10/1993;2490;1993;10;298;Monday;120;59;8;13.88888889;39.875;52.25;75.55718742;11.92139439
2491;26/10/1993;2491;1993;10;299;Tuesday;132;55;12;12.22222222;40;68.75;49.76588104;9.314472937
2492;27/10/1993;2492;1993;10;300;Wednesday;107;41;10;4.722222222;29.125;70.125;31.39030559;9.488655483
2493;28/10/1993;2493;1993;10;301;Thursday;121;46;7;7.777777778;33;57.25;44.94227668;10.55280059
2494;29/10/1993;2494;1993;10;302;Friday;120;53;11;1.666666667;20.75;54.875;34.51879048;13.05201767
2495;30/10/1993;2495;1993;10;303;Saturday;111;54;7;1.388888889;28.5;79.75;16.10222702;13.35656703
2496;31/10/1993;2496;1993;10;304;Sunday;133;54;10;0.833333333;21.875;55.75;11.65696352;13.48670939
2497;01/11/1993;2497;1993;11;305;Monday;119;44;9;1.944444444;23.125;55.5;43.11050389;10.28750933
2498;02/11/1993;2498;1993;11;306;Tuesday;135;64;8;5.277777778;38.75;86;46.56677324;7.462748117
2499;03/11/1993;2499;1993;11;307;Wednesday;108;42;11;7.222222222;37.125;57;36.2434906;8.871295999
2500;04/11/1993;2500;1993;11;308;Thursday;107;36;7;10.83333333;46.875;74.875;30.92791875;10.99546726
2501;05/11/1993;2501;1993;11;309;Friday;120;52;3;3.888888889;31.625;90.625;20.08798067;8.053741144
2502;06/11/1993;2502;1993;11;310;Saturday;128;49;5;-2.777777778;16.75;67.125;12.50495954;16.1714914
2503;07/11/1993;2503;1993;11;311;Sunday;104;43;11;-1.944444444;22.5;60.5;31.46450234;13.83910981
2504;08/11/1993;2504;1993;11;312;Monday;115;57;7;3.611111111;28.625;61.5;60.52092649;8.112441508
2505;09/11/1993;2505;1993;11;313;Tuesday;112;35;11;3.888888889;33;78.25;48.43249962;7.815859721
2506;10/11/1993;2506;1993;11;314;Wednesday;102;49;6;4.444444444;32;80.375;51.44701008;8.239795241
2507;11/11/1993;2507;1993;11;315;Thursday;120;56;10;7.777777778;35;69.625;62.00954878;13.177385
2508;12/11/1993;2508;1993;11;316;Friday;116;42;6;5;43.375;83.625;46.57937001;14.45787298
2509;13/11/1993;2509;1993;11;317;Saturday;128;55;15;12.5;42.625;80.875;16.7196318;16.60736239
2510;14/11/1993;2510;1993;11;318;Sunday;118;56;7;6.944444444;42.75;95.625;6.867220393;11.59977439
2511;15/11/1993;2511;1993;11;319;Monday;104;37;13;5;34.875;78.75;17.14631407;8.791825804
2512;16/11/1993;2512;1993;11;320;Tuesday;102;34;8;4.722222222;37.375;83.25;33.31426095;9.462303277
2513;17/11/1993;2513;1993;11;321;Wednesday;119;53;13;3.055555556;33.125;88.625;19.60623209;12.14206882
2514;18/11/1993;2514;1993;11;322;Thursday;119;48;11;3.055555556;39.625;88;38.67615032;8.673658394
2515;19/11/1993;2515;1993;11;323;Friday;113;50;5;3.888888889;16.5;46;26.80775055;12.4078276
2516;20/11/1993;2516;1993;11;324;Saturday;109;42;13;-0.277777778;27.25;63.875;16.69677441;12.81882162
2517;21/11/1993;2517;1993;11;325;Sunday;111;51;6;6.388888889;32.25;59.875;17.22846906;15.10503063
2518;22/11/1993;2518;1993;11;326;Monday;111;47;10;7.5;36.875;79.875;44.04193182;7.159696035
2519;23/11/1993;2519;1993;11;327;Tuesday;121;49;6;8.055555556;36.25;60.125;22.50807325;7.619220104
2520;24/11/1993;2520;1993;11;328;Wednesday;126;68;7;5.833333333;37.375;89.25;44.04201347;10.41561684
2521;25/11/1993;2521;1993;11;329;Thursday;107;50;12;4.166666667;40.375;98;15.47831964;14.50177455
2522;26/11/1993;2522;1993;11;330;Friday;121;45;13;-0.277777778;16.875;81.625;11.18912088;10.57790198
2523;27/11/1993;2523;1993;11;331;Saturday;129;55;10;-3.611111111;24;73.5;19.87598326;12.20117846
2524;28/11/1993;2524;1993;11;332;Sunday;103;40;9;-0.555555556;20.875;75.5;20.7491843;14.49994684
2525;29/11/1993;2525;1993;11;333;Monday;115;52;16;-2.777777778;19.375;74.625;30.69967127;10.70642066
2526;30/11/1993;2526;1993;11;334;Tuesday;107;49;8;-1.388888889;23.875;77.5;35.83968887;8.704139073
2527;01/12/1993;2527;1993;12;335;Wednesday;143;59;10;2.5;30.625;60.875;30.80193603;7.114266801
2528;02/12/1993;2528;1993;12;336;Thursday;109;44;8;5.277777778;33.75;83.625;29.84456959;12.09539175
2529;03/12/1993;2529;1993;12;337;Friday;122;48;10;2.222222222;38.875;94;42.24926453;7.17625528
2530;04/12/1993;2530;1993;12;338;Saturday;143;49;19;3.888888889;34.25;81.375;15.23032975;10.55567432
2531;05/12/1993;2531;1993;12;339;Sunday;137;57;11;2.777777778;34.875;84.625;19.06080647;8.404802028
2532;06/12/1993;2532;1993;12;340;Monday;122;47;12;1.388888889;24.375;72.875;17.03567278;8.292547268
2533;07/12/1993;2533;1993;12;341;Tuesday;134;57;14;-0.833333333;26.5;69.375;27.64150083;6.584448163
2534;08/12/1993;2534;1993;12;342;Wednesday;123;52;8;1.111111111;29.125;87.5;33.2073161;5.725349494
2535;09/12/1993;2535;1993;12;343;Thursday;132;53;12;5.555555556;45.5;87.625;34.11364283;6.829596107
2536;10/12/1993;2536;1993;12;344;Friday;108;42;7;3.055555556;18.625;58.5;30.2100095;11.57961527
2537;11/12/1993;2537;1993;12;345;Saturday;124;60;6;-3.611111111;18.25;74;13.17100377;13.89625418
2538;12/12/1993;2538;1993;12;346;Sunday;121;54;10;-0.833333333;22;54.625;10.45270978;9.572140007
2539;13/12/1993;2539;1993;12;347;Monday;131;51;19;5;25.5;50.875;20.10723445;7.299459248
2540;14/12/1993;2540;1993;12;348;Tuesday;114;49;7;5;32.375;73.5;19.07332903;7.347123445
2541;15/12/1993;2541;1993;12;349;Wednesday;120;51;9;5.833333333;35;76;6.499016713;18.84680702
2542;16/12/1993;2542;1993;12;350;Thursday;112;47;7;2.5;32;81;13.29380976;14.54904763
2543;17/12/1993;2543;1993;12;351;Friday;106;38;8;3.611111111;38.5;92.375;11.14191233;5.92864637
2544;18/12/1993;2544;1993;12;352;Saturday;133;64;11;3.333333333;29.75;79;11.59861333;7.68427702
2545;19/12/1993;2545;1993;12;353;Sunday;119;49;9;1.666666667;31.375;86.125;9.64060458;8.415154344
2546;20/12/1993;2546;1993;12;354;Monday;130;58;13;0.277777778;23.75;76;16.54338236;8.738655132
2547;21/12/1993;2547;1993;12;355;Tuesday;104;52;4;-2.777777778;21.5;83.25;18.46273267;7.913369328
2548;22/12/1993;2548;1993;12;356;Wednesday;136;60;8;-4.166666667;16.125;72;20.02889157;7.31774203
2549;23/12/1993;2549;1993;12;357;Thursday;103;46;13;-5.833333333;13.125;78.25;26.56487477;10.63226738
2550;24/12/1993;2550;1993;12;358;Friday;118;50;8;-9.444444444;7.75;76.25;17.62847012;11.49121333
2551;25/12/1993;2551;1993;12;359;Saturday;139;52;7;-11.38888889;-5.125;52;16.47031313;19.92354059
2552;26/12/1993;2552;1993;12;360;Sunday;123;58;7;-12.77777778;-5.75;47.5;37.52680542;16.06898376
2553;27/12/1993;2553;1993;12;361;Monday;150;73;14;-10.27777778;-1.375;54.375;42.45025079;11.47462295
2554;28/12/1993;2554;1993;12;362;Tuesday;125;49;11;-10.27777778;10.375;75.75;40.97828106;8.91288771
2555;29/12/1993;2555;1993;12;363;Wednesday;139;70;9;-8.611111111;-2.375;49.625;53.97065245;14.35412285
2556;30/12/1993;2556;1993;12;364;Thursday;148;60;11;-10;15.875;81.5;38.99469396;10.8741468
2557;31/12/1993;2557;1993;12;365;Friday;101;49;2;0;27.875;77.5;14.54281724;8.013752508
2558;01/01/1994;2558;1994;1;1;Saturday;142;65;10;1.666666667;26.875;80.625;8.61081615;14.6691049
2559;02/01/1994;2559;1994;1;2;Sunday;136;72;14;-1.111111111;22.5;72.5;13.51406557;21.93890554
2560;03/01/1994;2560;1994;1;3;Monday;124;60;12;-1.388888889;24.875;82;6.673867369;15.42628973
2561;04/01/1994;2561;1994;1;4;Tuesday;136;63;15;-3.333333333;18.25;76;28.71407117;17.00203281
2562;05/01/1994;2562;1994;1;5;Wednesday;146;61;18;-7.5;20.5;87.375;20.76754791;12.5137625
2563;06/01/1994;2563;1994;1;6;Thursday;139;60;14;-1.388888889;25.375;87;18.31269077;8.851480475
2564;07/01/1994;2564;1994;1;7;Friday;125;47;15;-11.11111111;-8.625;71.5;19.32333522;10.09352903
2565;08/01/1994;2565;1994;1;8;Saturday;168;91;14;-17.22222222;-2.75;78.625;23.74015972;11.51689037
2566;09/01/1994;2566;1994;1;9;Sunday;128;49;12;-13.33333333;8.75;71.125;30.89968522;8.526834637
2567;10/01/1994;2567;1994;1;10;Monday;139;64;7;-3.333333333;30.125;92.625;22.31410161;7.357275946
2568;11/01/1994;2568;1994;1;11;Tuesday;138;64;11;-1.944444444;19.25;76.75;23.32193519;15.03858644
2569;12/01/1994;2569;1994;1;12;Wednesday;125;59;9;-3.611111111;25.625;89;28.80115786;9.623261022
2570;13/01/1994;2570;1994;1;13;Thursday;114;52;7;-10.27777778;2.5;70.625;38.25665824;10.61170583
2571;14/01/1994;2571;1994;1;14;Friday;137;50;14;-20;-17.875;56.5;33.43847892;18.44589667
2572;15/01/1994;2572;1994;1;15;Saturday;135;62;15;-23.61111111;-23.125;57.125;26.80387674;18.10723731
2573;16/01/1994;2573;1994;1;16;Sunday;153;69;14;-19.72222222;3.25;82.5;21.78373013;8.7704384
2574;17/01/1994;2574;1994;1;17;Monday;143;61;19;-18.05555556;-16.25;61;29.90406325;15.26623969
2575;18/01/1994;2575;1994;1;18;Tuesday;140;65;7;-26.66666667;-25.625;57;17.93562199;19.91003359
2576;19/01/1994;2576;1994;1;19;Wednesday;144;65;15;-22.22222222;-2.375;79.5;19.84550256;9.884000106
2577;20/01/1994;2577;1994;1;20;Thursday;121;52;14;-16.38888889;-4.625;73.375;40.22589878;7.641024905
2578;21/01/1994;2578;1994;1;21;Friday;154;72;8;-13.33333333;14;75.25;33.29346248;9.089716988
2579;22/01/1994;2579;1994;1;22;Saturday;145;55;15;-4.166666667;23.75;80.5;38.92876748;8.538891684
2580;23/01/1994;2580;1994;1;23;Sunday;129;50;18;2.222222222;33;90.875;18.34382648;11.10071312
2581;24/01/1994;2581;1994;1;24;Monday;133;53;16;1.111111111;29.5;87.25;23.83571674;11.14219798
2582;25/01/1994;2582;1994;1;25;Tuesday;134;58;10;-0.555555556;27.125;90.125;15.34335697;14.70745185
2583;26/01/1994;2583;1994;1;26;Wednesday;117;52;12;-4.722222222;17.375;76.25;13.64923362;23.8324101
2584;27/01/1994;2584;1994;1;27;Thursday;131;55;8;-3.055555556;32.375;99;20.52622958;6.984751769
2585;28/01/1994;2585;1994;1;28;Friday;145;61;10;-1.666666667;21.625;84.125;22.90456267;7.529787307
2586;29/01/1994;2586;1994;1;29;Saturday;134;48;18;-5;19.25;87.5;11.85042865;11.77810999
2587;30/01/1994;2587;1994;1;30;Sunday;110;43;7;-8.888888889;11.625;82;1.981921338;24.01858072
2588;31/01/1994;2588;1994;1;31;Monday;117;59;8;-15.83333333;-7.5;70.875;27.35338287;12.41672144
2589;01/02/1994;2589;1994;2;32;Tuesday;113;45;14;-16.94444444;3;78.625;32.42776371;9.954442211
2590;02/02/1994;2590;1994;2;33;Wednesday;125;55;8;-8.333333333;13.875;80.625;28.73639142;14.46235677
2591;03/02/1994;2591;1994;2;34;Thursday;115;49;6;-12.5;8.125;74.75;30.79277964;16.4443431
2592;04/02/1994;2592;1994;2;35;Friday;133;59;15;-9.166666667;2.25;60.375;30.35153645;16.42475028
2593;05/02/1994;2593;1994;2;36;Saturday;135;59;9;-6.944444444;7.25;62.125;20.90242743;15.0004415
2594;06/02/1994;2594;1994;2;37;Sunday;138;72;15;-5;8;59.25;20.90895764;19.14620708
2595;07/02/1994;2595;1994;2;38;Monday;125;56;9;-11.38888889;6.375;82.5;20.76906559;20.96935264
2596;08/02/1994;2596;1994;2;39;Tuesday;146;81;10;-9.166666667;11.875;85.5;13.44650638;23.95890813
2597;09/02/1994;2597;1994;2;40;Wednesday;150;66;11;-14.16666667;-3.5;67.875;26.02086991;15.70892786
2598;10/02/1994;2598;1994;2;41;Thursday;128;54;11;-14.44444444;5;67;25.84601154;16.58065436
2599;11/02/1994;2599;1994;2;42;Friday;162;70;13;-10.83333333;15.5;74;26.01805549;15.02018003
2600;12/02/1994;2600;1994;2;43;Saturday;117;52;10;-6.111111111;21.25;90.5;32.52926183;9.169114491
2601;13/02/1994;2601;1994;2;44;Sunday;154;69;11;-6.388888889;13.375;76;32.18789949;18.72843796
2602;14/02/1994;2602;1994;2;45;Monday;106;45;4;-1.388888889;30.125;64.875;92.32202851;13.20722369
2603;15/02/1994;2603;1994;2;46;Tuesday;141;71;11;0.833333333;24.75;73.875;24.64848366;17.16132489
2604;16/02/1994;2604;1994;2;47;Wednesday;126;50;11;-1.666666667;29.375;71;36.1199735;12.20161346
2605;17/02/1994;2605;1994;2;48;Thursday;109;47;12;5.833333333;36.625;72.25;39.37599967;11.27851189
2606;18/02/1994;2606;1994;2;49;Friday;131;48;19;8.333333333;41.625;65.125;45.80014054;19.11777822
2607;19/02/1994;2607;1994;2;50;Saturday;142;56;11;13.05555556;53.375;91.875;25.34615884;21.3828901
2608;20/02/1994;2608;1994;2;51;Sunday;119;43;15;7.777777778;33;83.375;17.73891881;19.66228315
2609;21/02/1994;2609;1994;2;52;Monday;132;60;13;0.555555556;24.875;78;17.68455998;21.21951798
2610;22/02/1994;2610;1994;2;53;Tuesday;101;45;14;-2.777777778;22.625;85.75;8.958410778;24.60047708
2611;23/02/1994;2611;1994;2;54;Wednesday;143;74;10;-5.277777778;17.75;82.75;-0.846445357;18.85325976
2612;24/02/1994;2612;1994;2;55;Thursday;111;50;9;-9.166666667;9.125;78.75;19.63822457;17.61257453
2613;25/02/1994;2613;1994;2;56;Friday;123;58;9;-6.944444444;14.25;84.375;31.27387234;14.43672835
2614;26/02/1994;2614;1994;2;57;Saturday;110;48;9;-11.66666667;1;64.625;23.08589813;15.25791755
2615;27/02/1994;2615;1994;2;58;Sunday;130;58;6;-10.55555556;12.125;64.75;26.56633485;17.49103582
2616;28/02/1994;2616;1994;2;59;Monday;111;56;9;-3.888888889;25.25;85.875;26.16829399;15.13526196
2617;01/03/1994;2617;1994;3;60;Tuesday;142;66;11;-3.333333333;22.5;88;23.26443453;28.89331393
2618;02/03/1994;2618;1994;3;61;Wednesday;102;46;6;-4.722222222;22;78.875;27.76904178;22.39554154
2619;03/03/1994;2619;1994;3;62;Thursday;127;46;15;-0.833333333;32;79.875;65.94090391;13.36648573
2620;04/03/1994;2620;1994;3;63;Friday;124;48;15;6.111111111;30.85714286;68.57142857;34.74677104;16.08549055
2621;05/03/1994;2621;1994;3;64;Saturday;128;61;5;4.444444444;34.5;65.375;38.24159586;17.13841978
2622;06/03/1994;2622;1994;3;65;Sunday;121;52;12;9.166666667;31.875;56.875;23.35317042;15.47633234
2623;07/03/1994;2623;1994;3;66;Monday;129;63;10;4.722222222;25.5;53.25;30.86765673;17.45069329
2624;08/03/1994;2624;1994;3;67;Tuesday;103;29;7;-0.555555556;14;50.25;17.02672517;25.24695586
2625;09/03/1994;2625;1994;3;68;Wednesday;130;51;13;-1.666666667;19.625;72.125;24.01925814;21.61411265
2626;10/03/1994;2626;1994;3;69;Thursday;107;49;12;-1.388888889;27.125;83.125;45.60908672;16.18542076
2627;11/03/1994;2627;1994;3;70;Friday;121;52;12;-1.388888889;23.75;69.625;31.8276009;29.16190169
2628;12/03/1994;2628;1994;3;71;Saturday;119;48;5;6.666666667;39.375;70.5;38.2858613;19.91759523
2629;13/03/1994;2629;1994;3;72;Sunday;119;60;11;4.444444444;34.875;89.75;30.83786364;14.3241473
2630;14/03/1994;2630;1994;3;73;Monday;107;42;11;5.277777778;38.75;69.25;46.2185737;12.01224453
2631;15/03/1994;2631;1994;3;74;Tuesday;102;47;5;3.611111111;22;56.125;18.7558245;23.50473709
2632;16/03/1994;2632;1994;3;75;Wednesday;111;44;7;-1.666666667;14;56.75;16.0430601;27.7173046
2633;17/03/1994;2633;1994;3;76;Thursday;104;47;6;-1.388888889;15.375;40.75;26.26329736;17.76106724
2634;18/03/1994;2634;1994;3;77;Friday;139;67;16;1.111111111;24.125;69.375;33.16586389;16.72070112
2635;19/03/1994;2635;1994;3;78;Saturday;106;46;12;3.333333333;29.875;58.25;77.66045001;15.91208539
2636;20/03/1994;2636;1994;3;79;Sunday;111;47;8;9.722222222;39.875;52.75;38.19013604;26.91315135
2637;21/03/1994;2637;1994;3;80;Monday;116;55;10;8.888888889;27.875;51.125;29.82382322;19.91220397
2638;22/03/1994;2638;1994;3;81;Tuesday;113;48;10;11.94444444;36.5;37.125;34.01106825;24.40658304
2639;23/03/1994;2639;1994;3;82;Wednesday;115;39;12;16.11111111;45.5;44.5;54.87533971;26.80911421
2640;24/03/1994;2640;1994;3;83;Thursday;125;62;4;9.444444444;24.625;53.5;64.34746867;25.92714029
2641;25/03/1994;2641;1994;3;84;Friday;118;49;10;2.5;22;60.375;76.87201935;31.85955963
2642;26/03/1994;2642;1994;3;85;Saturday;91;44;10;3.888888889;33.75;84.375;65.41717721;19.74983516
2643;27/03/1994;2643;1994;3;86;Sunday;99;42;7;6.111111111;31.5;62.625;31.78645704;18.24452197
2644;28/03/1994;2644;1994;3;87;Monday;138;65;8;3.333333333;28.375;67.875;20.97221781;15.91660027
2645;29/03/1994;2645;1994;3;88;Tuesday;121;52;10;2.222222222;24.25;63.5;20.03581113;19.2811553
2646;30/03/1994;2646;1994;3;89;Wednesday;104;49;11;0.833333333;21.25;55.375;37.53823994;14.64473062
2647;31/03/1994;2647;1994;3;90;Thursday;116;52;11;4.444444444;23.875;39.125;36.03126506;20.1480291
2648;01/04/1994;2648;1994;4;91;Friday;116;54;8;10.83333333;29.875;42.25;60.01904799;18.01646436
2649;02/04/1994;2649;1994;4;92;Saturday;120;54;7;12.77777778;30.125;48.125;43.75115808;25.26563503
2650;03/04/1994;2650;1994;4;93;Sunday;111;56;8;5.555555556;18;37.125;16.62553933;27.75650322
2651;04/04/1994;2651;1994;4;94;Monday;115;48;6;8.333333333;33.125;45;121.1753805;20.62835607
2652;05/04/1994;2652;1994;4;95;Tuesday;128;49;10;4.722222222;21;63.5;9.206035221;26.49958589
2653;06/04/1994;2653;1994;4;96;Wednesday;119;49;13;-0.555555556;21.375;66.125;8.732136432;28.18109194
2654;07/04/1994;2654;1994;4;97;Thursday;109;46;7;2.5;17;40.125;30.73522695;18.87416176
2655;08/04/1994;2655;1994;4;98;Friday;135;58;9;8.611111111;31.125;36;54.32471941;21.38791561
2656;09/04/1994;2656;1994;4;99;Saturday;136;56;11;14.16666667;25.75;30.125;27.39274085;24.78717998
2657;10/04/1994;2657;1994;4;100;Sunday;98;40;9;7.777777778;27.25;51.25;27.84206235;37.10578458
2658;11/04/1994;2658;1994;4;101;Monday;114;50;13;6.388888889;36.75;83;16.49147702;26.39423637
2659;12/04/1994;2659;1994;4;102;Tuesday;129;58;12;9.166666667;45.125;78.375;16.52548756;15.69041037
2660;13/04/1994;2660;1994;4;103;Wednesday;125;51;10;8.055555556;42.375;80.75;17.96054673;13.89056261
2661;14/04/1994;2661;1994;4;104;Thursday;124;53;10;13.88888889;50;56;34.86939571;23.58835592
2662;15/04/1994;2662;1994;4;105;Friday;127;53;11;14.16666667;35.375;59.25;31.48839848;29.34387138
2663;16/04/1994;2663;1994;4;106;Saturday;129;66;6;11.38888889;28.125;36.25;26.5223435;31.4892778
2664;17/04/1994;2664;1994;4;107;Sunday;107;46;12;13.05555556;29.25;32;19.06641135;28.29603633
2665;18/04/1994;2665;1994;4;108;Monday;140;62;12;19.72222222;46.125;35.375;55.90466167;33.3277648
2666;19/04/1994;2666;1994;4;109;Tuesday;117;54;8;14.44444444;23.125;25.625;35.96503594;35.5453395
2667;20/04/1994;2667;1994;4;110;Wednesday;108;52;10;10.55555556;29.625;43.25;38.71492192;22.78081841
2668;21/04/1994;2668;1994;4;111;Thursday;140;69;11;9.166666667;20.75;36;22.48628473;29.64568253
2669;22/04/1994;2669;1994;4;112;Friday;100;37;9;7.5;21;32.75;66.37053882;28.32223784
2670;23/04/1994;2670;1994;4;113;Saturday;127;67;10;11.66666667;29.875;28.75;77.86150108;29.11079094
2671;24/04/1994;2671;1994;4;114;Sunday;128;64;12;20.27777778;54.375;47.125;44.27729982;47.72667325
2672;25/04/1994;2672;1994;4;115;Monday;124;67;7;21.66666667;55.5;61.625;94.2725832;34.67173956
2673;26/04/1994;2673;1994;4;116;Tuesday;118;55;16;23.88888889;48.125;37.625;119.7135812;28.0650378
2674;27/04/1994;2674;1994;4;117;Wednesday;100;45;10;11.94444444;31.125;71.375;19.46660303;22.10600093
2675;28/04/1994;2675;1994;4;118;Thursday;100;46;11;5.277777778;43.375;95.875;15.35601992;11.41268955
2676;29/04/1994;2676;1994;4;119;Friday;109;56;10;8.611111111;33.75;57.875;19.65331658;17.48323312
